GRID_ID,MEAN,WFE_CAT,WRTC_HU_RISK_MEAN,WRTC_HU_MEAN,WRTC_HU_EXPOSURE_MEAN,WRTC_HU_DENSITY_MEAN,EVT_MAJORITY,EVT_1,EVT_2,EVT_3,EVT_1_NAME,EVT_2_NAME,EVT_3_NAME,EVT_1_PCT,EVT_2_PCT,EVT_3_PCT,PADUS_FRAC,BPS_MAJORITY,BPS_FRI,BPS_FRG,FIRE_DEP_HEX,FDIST_FUEL_DELTA,ACTION_CLASS,TREATMENT_HINT,SCORE_PEOPLE,SCORE_PLANTATION,SCORE_PAD,SCORE_BALANCED,GOLDILOCKS_5,GOLDILOCKS_10,GOLDILOCKS_15,GOLDILOCKS_PRIORITY,PLANTATION_HEX,PEAT_HEX,PINE_HEX,EVT_NAME,EVT_FIRE,FDIST_FUEL_ADD,PEOPLE_CAT
AO-28,0.3810620786718593,Low,1633.4866468842715,1633.4866468842715,3.754608235981089e-05,0.187070671142431,7301.0,7301.0,9089.0,7302.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Laurentian-Acadian Northern Hardwoods Forest,35.63,18.26,11.97,0.7714247604650695,1598.0,76.0,III-A,1,-0.0700042238178862,defer_monitor,,802.5430511,321.0733794,321.0733794,481.56327,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Very High
AM-52,0.3630242793186028,Low,35.03071833648392,35.03071833648392,1.2506385954958508e-06,0.480036459028052,9056.0,9056.0,7302.0,9055.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Bog,30.23,21.37,13.74,0.1229602952292022,1608.0,105.0,III-B,0,-0.0193188386465697,wetlands_assess_locally,,17.52108281,7.062623772,7.062623772,10.54877679,0,0,0,0,0,1,0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Moderate
AQ-25,0.5076669789576628,Moderate,2170.587786259541,2170.587786259541,4.989475270427537e-05,0.0465943446558776,7301.0,7301.0,7292.0,9089.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Open Water,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,21.81,19.96,19.35,0.7892361728614564,1593.0,82.0,IV-A,1,0.1097056731282238,defer_monitor,,1144.95922,458.0640152,458.0640152,687.0290835,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Very High
CW-57,0.2530163703388943,Low,68.6021897810219,68.6021897810219,2.606617609160784e-06,0.0183273505607457,7302.0,7302.0,7301.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,26.79,21.02,19.52,0.363269492319013,1614.0,2040.0,V-B,0,0.0820940447258704,defer_monitor,,35.77490318,14.34947156,14.34947156,21.4912821,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
DN-60,0.1502151565098208,Very Low,28.856417910447856,28.856417910447856,1.0455232434205122e-06,1.1400591360796757,7481.0,7481.0,7302.0,7301.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,54.7,9.6,5.42,0.521108912652008,1639.0,989.0,V-B,0,0.0745425846468501,defer_monitor,,15.00492042,6.025340247,6.025340247,9.018533637,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Moderate
BT-67,0.2533190417978048,Low,6.829842446709923,6.829842446709923,2.4967939102638255e-07,2.7849584278155755,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,32.55,16.85,13.38,0.328642568138364,1562.0,2040.0,V-B,0,-0.0451513938908892,defer_monitor,,3.438989014,1.413164548,1.413164548,2.08843937,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very Low
CN-67,0.1541977903596586,Very Low,19.420306084359844,19.420306084359844,7.042222289352006e-07,8.076960697136736,7302.0,7302.0,7481.0,7292.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Open Water,43.4,12.31,11.11,0.3824248621732159,1561.0,2040.0,V-B,0,0.0114929752800993,defer_monitor,,9.804723288,3.945151898,3.945151898,5.898342361,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
Z-56,0.1027630655037377,Very Low,152.5374898125515,152.5374898125515,5.352407072905629e-06,11.5664680775387,7302.0,7302.0,7292.0,7977.0,Laurentian-Acadian Northern Hardwoods Forest,Open Water,Eastern Cool Temperate Pasture and Hayland,49.28,17.54,5.42,0.0662457762760092,1591.0,467.0,V-A,0,0.0,defer_monitor,,76.29443567,30.53318873,30.53318873,45.78693771,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very High
EE-80,0.2303709759740143,Low,55.79242297009239,55.79242297009239,2.12397958109876e-06,28.056978346894475,7302.0,7302.0,9312.0,9817.0,Laurentian-Acadian Northern Hardwoods Forest,Northeastern North American Temperate Forest Plantation,Northern & Central Ruderal Meadow,27.36,12.04,10.98,0.0200302343159485,1614.0,2040.0,V-B,0,0.0,defer_monitor,,27.95380423,11.21607734,11.21607734,16.79531964,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
FJ-72,0.082753771566386,Very Low,23.52996352266809,23.52996352266809,9.16381500364462e-07,21.03788625167926,7481.0,7481.0,7466.0,9117.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Great Lakes Wooded Dune and Swale,Laurentian-Acadian Floodplain Forest,51.02,10.0,5.32,0.1154500671742052,1639.0,989.0,V-B,0,0.0034034930586654,defer_monitor,,11.80572643,4.734724761,4.734724761,7.091725316,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Moderate
ER-55,0.3253743691739024,Low,437.3698120595158,437.3698120595158,1.7043885891835817e-05,0.9260642436367746,9089.0,9089.0,7301.0,7302.0,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Northern Hardwoods Forest,21.25,21.0,16.69,0.4434367011225957,1624.0,523.0,V-B,0,0.0225630765810824,defer_monitor,,221.2342694,88.54306454,88.54306454,132.7734662,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,1.0,0,Very High
EQ-77,0.2515053834448464,Low,58.79571451586918,58.79571451586918,2.188310373523564e-06,2.227579920857232,7302.0,7302.0,7301.0,9312.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Northeastern North American Temperate Forest Plantation,45.72,15.0,7.64,0.0083144368858654,1614.0,2040.0,V-B,0,-0.0596460806544834,defer_monitor,,29.02142928,11.64573497,11.64573497,17.43763307,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
EB-86,0.1627565856138985,Very Low,27.27248555973215,27.27248555973215,1.032893939621033e-06,7.997792691355837,7302.0,7302.0,7481.0,9817.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Northern & Central Ruderal Meadow,22.06,11.9,10.9,0.0,1614.0,2040.0,V-B,0,0.0006465853604155,defer_monitor,,13.68135358,5.496962812,5.496962812,8.225093067,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
BJ-57,0.1488006120411887,Very Low,6.99399759903961,6.99399759903961,2.8031075001931565e-07,0.2703678929765912,7302.0,7302.0,7481.0,7301.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,37.57,22.71,13.22,0.7179933110367831,1589.0,2040.0,V-B,0,-0.0236566332218505,defer_monitor,,3.51329714,1.427506943,1.427506943,2.122770342,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very Low
CT-73,0.1260062335670438,Very Low,31.891986222732527,31.891986222732527,1.1226339074767331e-06,18.0188071049062,7302.0,7302.0,7301.0,7299.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Developed-Roads,49.86,9.35,5.51,0.4071760442833936,1562.0,2040.0,V-B,0,0.0120489962874863,defer_monitor,,16.07375106,6.448515226,6.448515226,9.65692717,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
DK-79,0.0706339041779679,Very Low,56.21164538400446,56.21164538400446,2.235133769419593e-06,15.822631989909365,7481.0,7481.0,7977.0,7974.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Pasture and Hayland,Eastern Cool Temperate Row Crop,34.89,12.04,9.42,0.0030932788756081,1561.0,2040.0,V-B,0,0.0256772178509221,defer_monitor,,28.48454754,11.40455013,11.40455013,17.0978826,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,High
CV-60,0.3442699544179506,Low,714.214136594094,714.214136594094,2.523385676134322e-05,16.3879910188295,7301.0,7301.0,9056.0,7302.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Northern Hardwoods Forest,22.31,12.11,11.7,0.152768823777872,1614.0,2040.0,V-B,0,0.0009781473000911,defer_monitor,,357.3678295,142.9987976,142.9987976,214.4551416,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Very High
EE-101,0.1461525366558033,Very Low,20.337061514997565,20.337061514997565,7.558400609200149e-07,7.612169582712692,7974.0,7974.0,7975.0,7311.0,Eastern Cool Temperate Row Crop,Eastern Cool Temperate Close Grown Crop,North-Central Interior Dry Oak Forest and Woodland,19.84,14.38,12.15,0.0,1622.0,48.0,III-A,1,0.0004001689602276,defer_monitor,,10.20711077,4.104771574,4.104771574,6.138884638,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Moderate
BP-64,0.1503819684605965,Very Low,12.362397820163483,12.362397820163483,4.582718125535746e-07,0.1078459789079388,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,57.88,22.89,9.67,0.9879601346681228,1562.0,2040.0,V-B,0,-0.0010033221109897,defer_monitor,,6.217234539,2.509445453,2.509445453,3.745375148,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
CP-85,0.0759614774877096,Very Low,6.081526051309178,6.081526051309178,2.288225641098041e-07,3.114662991285786,7974.0,7974.0,7302.0,7481.0,Eastern Cool Temperate Row Crop,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,35.58,15.59,10.53,0.0,1561.0,2040.0,V-B,0,0.0,defer_monitor,,3.059753395,1.23529558,1.23529558,1.843448185,0,0,0,0,0,0,0,Eastern Cool Temperate Row Crop,0.0,0,Very Low
BA-38,0.6500176804065011,High,0.0,0.0,0.0,0.0,9056.0,9056.0,9089.0,7481.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,57.79,15.49,11.17,0.9137248799573222,1608.0,105.0,III-B,0,0.3233594166814879,wetlands_assess_locally,,0.1887780873,0.1887780873,0.1887780873,0.1887780873,0,0,0,0,0,1,0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,1,Very Low
EV-72,0.1385363169222576,Very Low,28.813240597630184,28.813240597630184,1.0771508787446042e-06,2.2502619668695387,7481.0,7481.0,7302.0,7301.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,49.37,15.18,8.86,0.5083940873520165,1639.0,989.0,V-B,0,0.1025795376006067,defer_monitor,,15.18194298,6.094623462,6.094623462,9.123729967,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Moderate
AA-46,0.2181034647408652,Low,46.62914979757076,46.62914979757076,1.3628269307644203e-06,0.4277393682057649,7302.0,7302.0,7481.0,9112.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian Jack Pine-Red Pine Forest,48.53,16.88,9.77,0.8342929551163724,1597.0,516.0,V-B,0,-0.0630460396149663,defer_monitor,,23.00076845,9.232507254,9.232507254,13.82192765,0,0,0,0,0,0,1,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
BM-78,0.0769813681355837,Very Low,8.135535037878784,8.135535037878784,2.88878680173459e-07,2.283984749503916,7302.0,7302.0,7481.0,7974.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Row Crop,44.74,12.84,9.17,0.0224298231923481,1561.0,2040.0,V-B,0,-0.0043923212414439,defer_monitor,,4.082524993,1.644544523,1.644544523,2.457204679,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
EF-79,0.1097644471927346,Very Low,54.42424445711624,54.42424445711624,2.1328445178689776e-06,52.76027198751497,7292.0,7292.0,7302.0,9817.0,Open Water,Laurentian-Acadian Northern Hardwoods Forest,Northern & Central Ruderal Meadow,19.46,17.17,8.38,0.0018058187493033,1614.0,2040.0,V-B,0,0.0,defer_monitor,,27.23956334,10.91229,10.91229,16.35471445,0,0,0,0,0,0,0,Open Water,0.0,0,High
BA-56,0.2297137072477572,Low,20.778512396694307,20.778512396694307,7.077385159953454e-07,3.1500978125555674,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,32.16,24.1,9.51,0.2063622621376503,2724.0,34.0,I-C,1,-0.0048683976524986,defer_monitor,,10.43396997,4.208003107,4.208003107,6.283325395,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
BF-54,0.1975939744101814,Very Low,19.22221457573469,19.22221457573469,7.526533951090187e-07,2.851518385131817,7302.0,7302.0,7977.0,9089.0,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Pasture and Hayland,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,30.6,28.25,7.47,0.1906762705082029,1596.0,213.0,V-A,0,0.0015339469120983,defer_monitor,,9.667915133,3.896827882,3.896827882,5.820523632,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
ET-71,0.3651204415729415,Low,38.29296204463098,38.29296204463098,1.3575145120354136e-06,3.772037082323648,7302.0,7302.0,7481.0,9312.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Northeastern North American Temperate Forest Plantation,23.86,17.04,11.66,0.1210288788599621,1614.0,2040.0,V-B,0,0.0316578110757876,defer_monitor,,19.54227384,7.872544519,7.872544519,11.76245429,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
BY-57,0.0896888830733329,Very Low,4.202014218009482,4.202014218009482,1.6529543248636945e-07,0.2113841077320964,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,68.39,21.4,2.46,0.6439623651119273,1562.0,2040.0,V-B,0,0.0035672879693213,defer_monitor,,2.127216772,0.8643640371,0.8643640371,1.285314949,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very Low
CQ-80,0.1327511381428311,Very Low,25.559560505120817,25.559560505120817,9.312771674020868e-07,12.34922752028452,7302.0,7302.0,7974.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Row Crop,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,18.02,14.68,13.36,0.0318995220629098,1561.0,2040.0,V-B,0,-0.0001333777925975,defer_monitor,,12.8125408,5.144928325,5.144928325,7.700799149,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
DC-65,0.2224628867724012,Low,17.55441051337806,17.55441051337806,5.81928534233328e-07,4.587346049530905,7302.0,7302.0,7481.0,7301.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,25.02,19.53,7.13,0.1086656884976211,1614.0,2040.0,V-B,0,0.0060024009603841,defer_monitor,,8.859330045,3.577201599,3.577201599,5.337911081,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
BE-64,0.1938322638050298,Very Low,27.937023027407218,27.937023027407218,9.368356087874986e-07,5.145972219125501,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,48.8,10.27,6.87,0.2411986354819284,2724.0,34.0,I-C,1,-0.0238344741477335,defer_monitor,,13.9334478,5.602280716,5.602280716,8.379336412,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Moderate
AW-62,0.2458268815164211,Low,68.3834832379397,68.3834832379397,2.197542356810827e-06,1.208340743375419,7302.0,7302.0,7481.0,9112.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian Jack Pine-Red Pine Forest,43.66,12.42,8.12,0.8802907700515717,2724.0,34.0,I-C,1,-0.0519295749599858,defer_monitor,,33.80850983,13.55979925,13.55979925,20.30936945,0,0,0,0,0,0,1,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
FF-83,0.1235120428201321,Very Low,158.39948312318916,158.39948312318916,6.299351183283672e-06,7.806664591854876,7302.0,7302.0,7301.0,7977.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Eastern Cool Temperate Pasture and Hayland,16.13,14.81,14.65,0.0,1625.0,153.0,III-B,0,0.0118708874266406,defer_monitor,,79.70088846,31.89899215,31.89899215,47.83295759,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Very High
BA-63,0.2339606489011853,Low,58.108887025780746,58.108887025780746,1.838076277798144e-06,2.528043927706024,7302.0,7302.0,7481.0,9056.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,41.53,11.98,11.05,0.26765667029767,1602.0,8.0,I-B,1,-0.0072249516484005,defer_monitor,,29.06034879,11.65917023,11.65917023,17.45956308,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
EX-84,0.2096778913098174,Low,249.5794189519431,249.5794189519431,8.553841950284156e-06,20.58156233327397,7301.0,7301.0,7481.0,7238.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Northern Oak Forest,25.23,22.62,7.27,0.0,1639.0,989.0,V-B,0,0.0468611061710831,defer_monitor,,127.7672491,51.13908825,51.13908825,76.68180852,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Very High
R-41,0.0798850669205705,Very Low,43.37232742822248,43.37232742822248,1.4887357858613177e-06,3.9422251861731774,7292.0,7292.0,7302.0,7481.0,Open Water,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,46.11,31.87,3.95,0.2378570634655977,11.0,,-9999,0,0.0018006002000666,defer_monitor,,21.72567702,8.702264355,8.702264355,13.04340191,0,0,0,0,0,0,0,Open Water,0.0,0,High
AT-40,0.3601601556102566,Low,123.46844450833837,123.46844450833837,3.281971215954366e-06,7.194740235199972,9056.0,9056.0,7302.0,7481.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,17.8,10.87,10.33,0.0144276726763444,1608.0,105.0,III-B,0,0.006091190005113,wetlands_assess_locally,,62.01255396,24.85921014,24.85921014,37.24365808,0,0,0,0,0,1,0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Very High
AP-30,0.4047056584105974,Moderate,2378.545131845844,2378.545131845844,4.7190809601104846e-05,0.6786270063580961,7301.0,7301.0,9089.0,7302.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Laurentian-Acadian Northern Hardwoods Forest,26.72,16.3,15.07,0.6036859188119689,1598.0,76.0,III-A,1,-0.0405495531545953,defer_monitor,,1177.316599,470.98673,470.98673,706.4300196,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Very High
M-34,0.11712356666021,Very Low,252.0851573733812,252.0851573733812,8.314116411902059e-06,8.87259631416315,7292.0,7292.0,7302.0,7481.0,Open Water,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,43.3,24.15,6.85,0.0,11.0,,-9999,0,-0.1451214903407953,defer_monitor,,121.4979255,48.61610136,48.61610136,72.91004275,0,0,0,0,0,0,0,Open Water,0.0,0,Very High
C-26,0.1298656970581138,Very Low,0.0,0.0,0.0,0.0,9056.0,9056.0,7481.0,7974.0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Eastern Cool Temperate Row Crop,34.87,26.97,21.05,0.7039473684210524,1609.0,987.0,V-B,0,0.0,wetlands_assess_locally,,0.03246642426,0.03246642426,0.03246642426,0.03246642426,0,0,0,0,0,1,0,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,1.0,0,Very Low
AK-34,0.219315361873801,Low,43.13559599934416,43.13559599934416,1.4120539881851194e-06,0.9692328212880328,7301.0,7301.0,7481.0,9089.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,49.68,12.06,9.59,0.1675077251406088,1598.0,76.0,III-A,1,-0.0311673298801767,defer_monitor,,21.45414695,8.614299756,8.614299756,12.89424882,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,High
CG-53,0.1030816471622854,Very Low,97.68353067814854,97.68353067814854,3.923932765546568e-06,0.8020942175585243,7302.0,7302.0,7977.0,7481.0,Laurentian-Acadian Northern Hardwoods Forest,Eastern Cool Temperate Pasture and Hayland,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,32.94,20.64,18.24,0.0185856250416841,1623.0,253.0,V-A,0,0.0073364309375069,defer_monitor,,49.0467924,19.63423593,19.63423593,29.43842142,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,High
M-10,0.0796859436987454,Very Low,302.8649732620317,302.8649732620317,8.786690361307712e-06,4.267934520943674,7292.0,7292.0,7481.0,7301.0,Open Water,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,77.42,6.2,4.41,0.0,11.0,,-9999,0,0.0,defer_monitor,,151.4524081,60.59291614,60.59291614,90.87941346,0,0,0,0,0,0,0,Open Water,0.0,0,Very High
DE-55,0.4299578809694509,Moderate,476.2987705525104,476.2987705525104,1.4625589250549242e-05,2.7693573127625983,7301.0,7301.0,9112.0,9056.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian Jack Pine-Red Pine Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,24.3,12.38,10.75,0.0,1624.0,523.0,V-B,0,-0.0365249094102215,defer_monitor,,236.0812971,94.4964236,94.4964236,141.6913814,0,0,0,0,0,0,1,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Very High
ED-82,0.1988652175824321,Very Low,19.77822442695858,19.77822442695858,7.581010775594156e-07,3.665392139427344,7302.0,7302.0,7481.0,7301.0,Laurentian-Acadian Northern Hardwoods Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,33.98,17.09,16.58,0.0039125022230126,1614.0,2040.0,V-B,0,-0.0240529966210206,defer_monitor,,9.879063866,3.981275955,3.981275955,5.947205259,0,0,0,0,0,0,0,Laurentian-Acadian Northern Hardwoods Forest,0.0,0,Low
CZ-49,0.5200312769477011,Moderate,66.6439790575916,66.6439790575916,2.2346735274414284e-06,0.0688052998977378,9112.0,9112.0,7302.0,9056.0,Laurentian Jack Pine-Red Pine Forest,Laurentian-Acadian Northern Hardwoods Forest,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,24.05,22.57,14.55,0.0235872126628432,1620.0,5.0,I-A,1,-0.0185185185185186,defer_monitor,,33.29712699,13.39649435,13.39649435,20.03003857,0,0,0,0,0,0,1,Laurentian Jack Pine-Red Pine Forest,1.0,0,High
EI-83,0.3785818302734136,Low,25.731949320714456,25.731949320714456,8.713341910715502e-07,1.7104239379321102,7301.0,7301.0,7481.0,9312.0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Northeastern North American Temperate Forest Plantation,18.87,16.22,9.75,0.7330991707978569,1622.0,48.0,III-A,1,-0.1015494742458261,defer_monitor,,12.63158408,5.107979226,5.107979226,7.61584751,0,0,0,0,0,0,0,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,0.0,0,Moderate
EJ-54,0.1919842028103984,Very Low,0.0,0.0,0.0,0.0,7481.0,7481.0,9056.0,7302.0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Laurentian-Acadian Northern Hardwoods Forest,56.63,13.74,10.39,0.3933176240441008,1639.0,989.0,V-B,0,0.0137604481593455,defer_monitor,,0.04832627429,0.04832627429,0.04832627429,0.04832627429,0,0,0,0,0,0,0,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,1.0,0,Very Low
